id_str,tweet_url,created_at,text,lang,retweet_count,screen_name,lat,lng,url,hashtags,query,user_mention,in_reply_to_screen_name,in_reply_to_status_id,media
378910891325927425,https://twitter.com/ChaLaLaaLaaa/status/378910891325927425,2013-09-14 15:59:30+00:00,Do people even hashtag anymore? #Hashtag,en,0,ChaLaLaaLaaa,53.7765926,-2.72828692,,Hashtag,lang:en #hashtag,,,,
378910855993098240,https://twitter.com/xshirtx/status/378910855993098240,2013-09-14 15:59:22+00:00,"@Rhodes_MD @BenHussing best joke I've heard in my life ""Mitch Rhodes stops being a pussy"" #ElOhEl #Funny #GetReal #PussyBoi #hashtag #2Turnt",en,0,xshirtx,,,,ElOhEl,lang:en #hashtag,Rhodes_MD,Rhodes_MD,378909930176409600,
378910809272758273,https://twitter.com/Jxnewton/status/378910809272758273,2013-09-14 15:59:11+00:00,"RT @Str8Grandmother: #ManifPourTous Speaker says don't Tweet, use Facebook.
Why? The Gays have destroyed your #hashtag 
#UELMPT SURRENDERS …",en,2,Jxnewton,,,,ManifPourTous,lang:en #hashtag,Str8Grandmother,,,
378910621473185793,https://twitter.com/Gavlaar69/status/378910621473185793,2013-09-14 15:58:26+00:00,Working until 10 and choked with the cold but going out anyway #yolo #swag #hashtag,en,0,Gavlaar69,,,,yolo,lang:en #hashtag,,,,
378910593987522560,https://twitter.com/salmamooljic/status/378910593987522560,2013-09-14 15:58:20+00:00,#people #who #hashtag #everyword #they #say annoy me,en,0,salmamooljic,,,,people,lang:en #hashtag,,,,
378910472549838849,https://twitter.com/Jus_funsized/status/378910472549838849,2013-09-14 15:57:51+00:00,"“@Nek0_: ""OMG, I'm ready to turn up!!"" Gets to kickback sits in car tweets and takes photos. On IG ""had so much fun Turnin up #hashtag ""” 😂😂",en,1,Jus_funsized,,,,hashtag,lang:en #hashtag,Nek0_,Nek0_,378905922690899968,
378910264902840320,https://twitter.com/MEHMETALGNAY/status/378910264902840320,2013-09-14 15:57:01+00:00,RT @wael_elmola: #ReasonsToVisitEgypt this #hashtag made by military intelligence to show the world that Egypt is stable #AntiCoup . http:/…,en,11,MEHMETALGNAY,,,,ReasonsToVisitEgypt,lang:en #hashtag,wael_elmola,,,
378910076750143488,https://twitter.com/notsovanillasuz/status/378910076750143488,2013-09-14 15:56:16+00:00,Just me n #KahlilGibran tonight. #ForeverAlone is my new favourite #hashtag,en,0,notsovanillasuz,,,,KahlilGibran,lang:en #hashtag,,,,
378909965122928640,https://twitter.com/CalebHoge/status/378909965122928640,2013-09-14 15:55:50+00:00,@clayoneal Hotty toddy!! #GoRebs #BeatTexas #StateSux #clayisgay #hashtag,en,0,CalebHoge,,,,GoRebs,lang:en #hashtag,clayoneal,clayoneal,378888971213754368,
378909652920324096,https://twitter.com/dgw654/status/378909652920324096,2013-09-14 15:54:35+00:00,Shoe people #wooops #Hashtag #funny #entertanment #firstVine #comedy https://t.co/e4QkSK2dSl,en,0,dgw654,,,https://vine.co/v/hnJDuulUzav,wooops,lang:en #hashtag,,,,
378909602500210688,https://twitter.com/covrastarship/status/378909602500210688,2013-09-14 15:54:23+00:00,im so stupid idk why everyone is talking about pop punk #hashtag #walangalam #walangpakialam #nolife #weh #kmn #bye,en,0,covrastarship,,,,hashtag,lang:en #hashtag,,,,
378909490524856322,https://twitter.com/Str8Grandmother/status/378909490524856322,2013-09-14 15:53:56+00:00,"#ManifPourTous Speaker says don't Tweet, use Facebook.
Why? The Gays have destroyed your #hashtag 
#UELMPT SURRENDERS TWITTER TO THE GAYS",en,2,Str8Grandmother,,,,ManifPourTous,lang:en #hashtag,,,,
378909442232045568,https://twitter.com/Doormess_games/status/378909442232045568,2013-09-14 15:53:45+00:00,Thats my new guitar... the fully black one... I call her venus. #TheBest  #TheOne #aachooo #blessyou #hashtag #GTGBYE http://t.co/dOnYCUWFub,en,0,Doormess_games,,,,TheBest,lang:en #hashtag,,,,https://pbs.twimg.com/media/BUIoIUXIYAA-J5H.jpg
378909310165975040,https://twitter.com/SimplyAbbey/status/378909310165975040,2013-09-14 15:53:13+00:00,I LOVE MY MOMMY!  💖💓😁 @jtimberlake #vip #2020vision #tour #ohyeah #hyped #hashtag #ah http://t.co/1DomVM2QPy,en,0,SimplyAbbey,,,http://instagram.com/p/ePxefXnXTG/,vip,lang:en #hashtag,jtimberlake,,,
378909293031858176,https://twitter.com/elslieannehope/status/378909293031858176,2013-09-14 15:53:09+00:00,#people #who #hashtag #everyword #they #say annoy me,en,0,elslieannehope,,,,people,lang:en #hashtag,,,,
378909287151845376,https://twitter.com/rickbosh/status/378909287151845376,2013-09-14 15:53:08+00:00,Lyle Lovett is a legit football analyst #hashtag,en,0,rickbosh,,,,hashtag,lang:en #hashtag,,,,
378909225335787521,https://twitter.com/puds993/status/378909225335787521,2013-09-14 15:52:53+00:00,'Abysmal batting by Bopara'. About time Nasser got out of his bumhole #BangAveragePlayer #GetIn #GetOut #HadEnoughChances #Hashtag,en,0,puds993,,,,BangAveragePlayer,lang:en #hashtag,,,,
378909152300371969,https://twitter.com/mukhtar_nida/status/378909152300371969,2013-09-14 15:52:36+00:00,"I just blew up 90 balloons and I didn't  pop any, but I think I'm the one who is  about to pop! #mysaturday #fml #imaballoon #hashtag",en,0,mukhtar_nida,,,,mysaturday,lang:en #hashtag,,,,
378908854831968256,https://twitter.com/EvilStache4Ever/status/378908854831968256,2013-09-14 15:51:25+00:00,“@omgcolinmorgan: Hashtag is very fun.” #hashtag #ihavenolife,en,0,EvilStache4Ever,,,,hashtag,lang:en #hashtag,omgcolinmorgan,omgcolinmorgan,378908726356238336,
378908848721256448,https://twitter.com/whereis_ez/status/378908848721256448,2013-09-14 15:51:23+00:00,trying #hashtag and mention @herrfz,en,0,whereis_ez,,,,hashtag,lang:en #hashtag,herrfz,,,
378908830778023936,https://twitter.com/_DaniRozay_/status/378908830778023936,2013-09-14 15:51:19+00:00,"RT @Nek0_: ""OMG, I'm ready to turn up!!"" Gets to kickback sits in car tweets and takes photos.....On IG ""had so much fun Turnin up #hashtag…",en,1,_DaniRozay_,,,,hashtag,lang:en #hashtag,Nek0_,,,
378908669229793280,https://twitter.com/sarahvan24/status/378908669229793280,2013-09-14 15:50:41+00:00,this is hilarious #hashtag RT @Kent_FromKent: No cell phone service in College Station. #itsnotjustannarbor,en,0,sarahvan24,,,,hashtag,lang:en #hashtag,Kent_FromKent,,,
