id_str,tweet_url,created_at,text,lang,retweet_count,screen_name,lat,lng,url,hashtags,query,user_mention,media,in_reply_to_screen_name,in_reply_to_status_id
379012463296909312,https://twitter.com/koberhaus/status/379012463296909312,2013-09-14 22:43:07+00:00,"I have completed the quest 'Find items.' in the #iPhone game The Tribez. http://t.co/BIHx6UPxNM #iphonegames, #gameinsight",en,0,koberhaus,,,http://gigam.es/iqtw_Tribez,iPhone,lang:en #iphone,,,,
379012459853787136,https://twitter.com/charlotterylatt/status/379012459853787136,2013-09-14 22:43:06+00:00,"I've collected 1,435 gold coins! http://t.co/DiMzK2rnks #iphone, #iphonegames, #gameinsight",en,0,charlotterylatt,,,http://gigam.es/imtw_Tribez,iphone,lang:en #iphone,,,,
379012459568590848,https://twitter.com/rbbysphotograph/status/379012459568590848,2013-09-14 22:43:06+00:00,"I've collected 12,581 gold coins! http://t.co/5R5TJ7MXb7 #iphone, #iphonegames, #gameinsight",en,0,rbbysphotograph,,,http://gigam.es/imtw_Tribez,iphone,lang:en #iphone,,,,
379012452169420800,https://twitter.com/koberhaus/status/379012452169420800,2013-09-14 22:43:04+00:00,"I've harvested 685 of food! http://t.co/3RCjZQ8ZXy #iphone, #iphonegames, #gameinsight",en,0,koberhaus,,,http://gigam.es/ietw_Tribez,iphone,lang:en #iphone,,,,
379012449577738240,https://twitter.com/kyliemc25/status/379012449577738240,2013-09-14 22:43:04+00:00,"I've collected 12,324 gold coins! http://t.co/DLdCzqGC1A #iphone, #iphonegames, #gameinsight",en,0,kyliemc25,,,http://gigam.es/imtw_Tribez,iphone,lang:en #iphone,,,,
379012440585175040,https://twitter.com/AlisonFretwell/status/379012440585175040,2013-09-14 22:43:02+00:00,"I've harvested 455 of food! http://t.co/xhGV46Cl60 #iphone, #iphonegames, #gameinsight",en,0,AlisonFretwell,,,http://gigam.es/ietw_Tribez,iphone,lang:en #iphone,,,,
379012440216055808,https://twitter.com/AlisonFretwell/status/379012440216055808,2013-09-14 22:43:02+00:00,"I've collected 6,193 gold coins! http://t.co/fN1F9JsHFc #iphone, #iphonegames, #gameinsight",en,0,AlisonFretwell,,,http://gigam.es/imtw_Tribez,iphone,lang:en #iphone,,,,
379012431470551041,https://twitter.com/piyanuch_som/status/379012431470551041,2013-09-14 22:43:00+00:00,"I've collected 10,762 gold coins! http://t.co/zDvULf1n27 #iphone, #iphonegames, #gameinsight",en,0,piyanuch_som,,,http://gigam.es/imtw_Tribez,iphone,lang:en #iphone,,,,
379012431147573248,https://twitter.com/angelbribri/status/379012431147573248,2013-09-14 22:42:59+00:00,9 awesome users just followed me. Via @FindUnfollower http://t.co/rya4NWTJKa. #iPhone #App,en,0,angelbribri,,,http://bit.ly/UnfollowedFree,iPhone,lang:en #iphone,findUnfollower,,,
379012430581727232,https://twitter.com/tramolloy/status/379012430581727232,2013-09-14 22:42:59+00:00,47 awesome users just followed me. Via @FindUnfollower http://t.co/e0cuiAuElu. #iPhone #App,en,0,tramolloy,,,http://bit.ly/Unfollowed,iPhone,lang:en #iphone,findUnfollower,,,
379012415116939264,https://twitter.com/kellyh_58504/status/379012415116939264,2013-09-14 22:42:56+00:00,"I have Warehouse on my island! Now my island is even more awesome! http://t.co/RdMJuJxcvE #iphone, #iphonegames, #gameinsight",en,0,kellyh_58504,,,http://gigam.es/ihtw_Tribez,iphone,lang:en #iphone,,,,
379012409228529664,https://twitter.com/sureningnam/status/379012409228529664,2013-09-14 22:42:54+00:00,"I made a new achievement: `Marb...`. Try to beat me in the #iPhone game The Tribez! http://t.co/iOZDxIrO8b #iphonegames, #gameinsight",en,0,sureningnam,,,http://gigam.es/iotw_Tribez,iPhone,lang:en #iphone,,,,
379012399338389504,https://twitter.com/tramolloy/status/379012399338389504,2013-09-14 22:42:52+00:00,7 users just unfollowed me. Via @FindUnfollower http://t.co/e0cuiAuElu. #iPhone #App,en,0,tramolloy,,,http://bit.ly/Unfollowed,iPhone,lang:en #iphone,findUnfollower,,,
379012394653335552,https://twitter.com/xX__KoKo__Xx/status/379012394653335552,2013-09-14 22:42:51+00:00,"I have completed the quest 'A lovely village.' in the #iPhone game The Tribez. http://t.co/70nFZ4fiRk #iphonegames, #gameinsight",en,0,xX__KoKo__Xx,,,http://gigam.es/iqtw_Tribez,iPhone,lang:en #iphone,,,,
379012390542536705,https://twitter.com/tvrv125/status/379012390542536705,2013-09-14 22:42:50+00:00,"I've collected 10,145 gold coins! http://t.co/1nmi2ANSYI #iphone, #iphonegames, #gameinsight",en,0,tvrv125,,,http://gigam.es/imtw_Tribez,iphone,lang:en #iphone,,,,
379012390320603136,https://twitter.com/xX__KoKo__Xx/status/379012390320603136,2013-09-14 22:42:50+00:00,"I have Blooming Tree  on my island! Now my island is even more awesome! http://t.co/aTt2Q5DUag #iphone, #iphonegames, #gameinsight",en,0,xX__KoKo__Xx,,,http://gigam.es/ihtw_Tribez,iphone,lang:en #iphone,,,,
379012382817017856,https://twitter.com/Cbrooy/status/379012382817017856,2013-09-14 22:42:48+00:00,"I've harvested 157 of food! http://t.co/hFzYbSn8rF #iphone, #iphonegames, #gameinsight",en,0,Cbrooy,,,http://gigam.es/ietw_Tribez,iphone,lang:en #iphone,,,,
379012379872608256,https://twitter.com/charlotterylatt/status/379012379872608256,2013-09-14 22:42:47+00:00,"I made a new achievement: `Anim...`. Try to beat me in the #iPhone game The Tribez! http://t.co/Lnzl6LCYux #iphonegames, #gameinsight",en,0,charlotterylatt,,,http://gigam.es/iotw_Tribez,iPhone,lang:en #iphone,,,,
379012375694688256,https://twitter.com/tvrv125/status/379012375694688256,2013-09-14 22:42:46+00:00,"I've collected 1,828 gold coins! http://t.co/1nmi2ANSYI #iphone, #iphonegames, #gameinsight",en,0,tvrv125,,,http://gigam.es/imtw_Tribez,iphone,lang:en #iphone,,,,
379012372746489856,https://twitter.com/JaylenMom101611/status/379012372746489856,2013-09-14 22:42:46+00:00,"I've met Madlen Airborn in my Airport City!
http://t.co/BJfLpBoXU9 #iphone #iphonegames #gameinsight",en,0,JaylenMom101611,,,http://gigam.es/itw_pPort,iphone,lang:en #iphone,,,,
379012357504401408,https://twitter.com/emmamerison/status/379012357504401408,2013-09-14 22:42:42+00:00,Nice to meet Mrs. Thompson! Look for the new acquaintances in the streets of London! http://t.co/ozp1RlRM1W #iPhone #iPhoneG...,en,0,emmamerison,,,http://gigam.es/tw_psAlbion,iPhone,lang:en #iphone,,,,
379012353024864256,https://twitter.com/JaylenMom101611/status/379012353024864256,2013-09-14 22:42:41+00:00,"I reached level 3 in Airport City!
http://t.co/BJfLpBoXU9 #iphone #iphonegames #gameinsight",en,0,JaylenMom101611,,,http://gigam.es/itw_pPort,iphone,lang:en #iphone,,,,
379012343797387265,https://twitter.com/charlotterylatt/status/379012343797387265,2013-09-14 22:42:39+00:00,"I've harvested 240 of food! http://t.co/q1lyO3pYCo #iphone, #iphonegames, #gameinsight",en,0,charlotterylatt,,,http://gigam.es/ietw_Tribez,iphone,lang:en #iphone,,,,
379012343726104576,https://twitter.com/charlotterylatt/status/379012343726104576,2013-09-14 22:42:39+00:00,"I've collected 135 gold coins! http://t.co/DiMzK2rnks #iphone, #iphonegames, #gameinsight",en,0,charlotterylatt,,,http://gigam.es/imtw_Tribez,iphone,lang:en #iphone,,,,
379012343364984832,https://twitter.com/piyanuch_som/status/379012343364984832,2013-09-14 22:42:39+00:00,"I've collected 11,290 gold coins! http://t.co/zDvULf1n27 #iphone, #iphonegames, #gameinsight",en,0,piyanuch_som,,,http://gigam.es/imtw_Tribez,iphone,lang:en #iphone,,,,
379012327301185536,https://twitter.com/kyliemc25/status/379012327301185536,2013-09-14 22:42:35+00:00,"I've harvested 602 of food! http://t.co/juTPJFmUyL #iphone, #iphonegames, #gameinsight",en,0,kyliemc25,,,http://gigam.es/ietw_Tribez,iphone,lang:en #iphone,,,,
379012327255052288,https://twitter.com/kyliemc25/status/379012327255052288,2013-09-14 22:42:35+00:00,"I've collected 3,030 gold coins! http://t.co/DLdCzqGC1A #iphone, #iphonegames, #gameinsight",en,0,kyliemc25,,,http://gigam.es/imtw_Tribez,iphone,lang:en #iphone,,,,
379012324046020609,https://twitter.com/DagmarEcu/status/379012324046020609,2013-09-14 22:42:34+00:00,iPhone 5C Gets Colorful Reactions and Other Top Comments http://t.co/8LkmxYMyuz #Iphone #Apple,en,0,DagmarEcu,,,http://bit.ly/18mIa0y,Iphone,lang:en #iphone,,,,
379012310838554624,https://twitter.com/Cbrooy/status/379012310838554624,2013-09-14 22:42:31+00:00,"I've collected 7,995 gold coins! http://t.co/L7X8a8v7fo #iphone, #iphonegames, #gameinsight",en,0,Cbrooy,,,http://gigam.es/imtw_Tribez,iphone,lang:en #iphone,,,,
